28,32,1,0.521099,0.252882,0.0574047,0.209366
28,32,1,0.492166,0.250972,0.137378,0.102194
28,32,1,0.381927,0.1791,0.0593722,0.142065
28,32,1,0.363699,0.256817,0.069615,0.035878
28,32,1,0.361558,0.256759,0.0673003,0.0357627
28,32,1,0.76669,0.251204,0.283379,0.230603
28,64,1,0.823921,0.268564,0.290323,0.26353
28,64,1,0.803841,0.257165,0.278054,0.267407
28,64,1,0.78677,0.266597,0.279212,0.239457
28,64,1,0.794409,0.267233,0.283263,0.242697
28,64,1,0.787754,0.264571,0.27817,0.24345
28,64,1,0.529316,0.268622,0.153002,0.106477
28,92,1,0.698754,0.273425,0.243276,0.180779
28,92,1,0.644473,0.247964,0.225395,0.169495
28,92,1,0.619474,0.270127,0.123258,0.224527
28,92,1,0.79817,0.272847,0.280485,0.243565
28,92,1,0.755984,0.268969,0.231818,0.253519
28,92,1,0.701531,0.24617,0.213532,0.240614
28,128,1,0.608537,0.195825,0.235291,0.175744
28,128,1,0.613977,0.298713,0.162724,0.150514
28,128,1,0.899091,0.307741,0.337022,0.252245
28,128,1,0.740418,0.294373,0.234943,0.20925
28,128,1,0.652748,0.3056,0.181473,0.164229
28,128,1,0.31428,0.0871488,0.112495,0.112842
28,192,1,1.0558,0.417053,0.36069,0.275277
28,192,1,0.926752,0.434876,0.260058,0.22933
28,192,1,1.02912,0.404033,0.362658,0.259594
28,192,1,0.651707,0.272094,0.200454,0.176555
28,192,1,0.839777,0.414101,0.236795,0.185929
28,192,1,1.10446,0.387483,0.392575,0.321224
28,256,1,1.33177,0.560333,0.404785,0.363294
28,256,1,1.40399,0.552869,0.475326,0.372379
28,256,1,1.25064,0.552927,0.409357,0.284883
28,256,1,1.4074,0.566931,0.46682,0.370354
28,256,1,1.15296,0.514386,0.342866,0.292174
28,256,1,1.44114,0.580761,0.465257,0.391996
56,32,1,0.581976,0.290033,0.204447,0.08576
56,32,1,0.814605,0.274988,0.277881,0.259826
56,32,1,0.855922,0.283379,0.350042,0.220534
56,32,1,0.859741,0.273194,0.323654,0.260983
56,32,1,0.968301,0.282742,0.416532,0.267118
56,32,1,0.695513,0.270995,0.201611,0.22146
56,64,1,1.38859,0.527696,0.482154,0.375388
56,64,1,1.31759,0.504781,0.458776,0.351257
56,64,1,1.40225,0.528738,0.489041,0.381059
56,64,1,1.37789,0.502582,0.486957,0.384763
56,64,1,1.38524,0.509179,0.491471,0.38077
56,64,1,1.35659,0.503739,0.464331,0.384936
56,92,1,1.98186,0.775833,0.61687,0.585333
56,92,1,1.96264,0.776065,0.601593,0.581108
56,92,1,1.95321,0.724736,0.619474,0.604949
56,92,1,1.93325,0.709401,0.66166,0.558656
56,92,1,1.96097,0.733648,0.650087,0.572833
56,92,1,1.98232,0.748635,0.657031,0.572428
56,128,1,2.72065,1.09989,0.868479,0.748172
56,128,1,2.57905,1.06893,0.764202,0.738103
56,128,1,2.7107,1.06106,0.895041,0.748925
56,128,1,2.60631,1.0709,0.80523,0.725662
56,128,1,2.70844,1.06569,0.890238,0.747478
56,128,1,2.75983,1.0915,0.889486,0.774097
56,192,1,3.91371,1.58714,1.20203,1.11847
56,192,1,3.85937,1.58465,1.1669,1.10174
56,192,1,3.78426,1.55057,1.12576,1.10319
56,192,1,3.7654,1.53639,1.1209,1.10296
