28,32,1,32,1,28,0.12015403
28,32,1,32,2,15,0.038075802
28,32,1,32,4,8,0.02145757
28,32,1,64,1,28,0.20443847
28,32,1,64,2,15,0.061492001
28,32,1,64,4,8,0.028775337
28,32,1,92,1,28,0.28365938
28,32,1,92,2,15,0.07977461
28,32,1,92,4,8,0.030981436
28,32,1,128,1,28,0.38256828
28,32,1,128,2,15,0.104738683
28,32,1,128,4,8,0.03586394
28,32,1,192,1,28,0.57255631
28,32,1,192,2,15,0.15164487
28,32,1,192,4,8,0.04828264
28,32,1,256,1,28,0.76602135
28,32,1,256,2,15,0.20723409
28,32,1,256,4,8,0.06510043
28,32,3,32,1,26,0.096498158
28,32,3,32,2,14,0.072488144
28,32,3,32,4,8,0.019975801
28,32,3,64,1,26,0.28612843
28,32,3,64,2,14,0.075997811
28,32,3,64,4,8,0.105611382
28,32,3,92,1,26,0.42036452
28,32,3,92,2,14,0.088531093
28,32,3,92,4,8,0.036443065
28,32,3,128,1,26,0.4588704
28,32,3,128,2,14,0.12166258
28,32,3,128,4,8,0.06566317
28,32,3,192,1,26,0.51657724
28,32,3,192,2,14,0.13205632
28,32,3,192,4,8,0.25412231
28,32,3,256,1,26,0.67301444
28,32,3,256,2,14,0.17088877
28,32,3,256,4,8,0.076923846
28,32,5,32,1,24,0.12653853
28,32,5,32,2,13,0.044498948
28,32,5,32,4,7,0.018880718
28,32,5,64,1,24,0.3000037
28,32,5,64,2,13,0.19771384
28,32,5,64,4,7,0.023055955
28,32,5,92,1,24,0.38544526
28,32,5,92,2,13,0.2035469
28,32,5,92,4,7,0.25055264
28,32,5,128,1,24,0.47987936
28,32,5,128,2,13,0.095920389
28,32,5,128,4,7,0.045429729
28,32,5,192,1,24,0.62851391
28,32,5,192,2,13,0.27154578
28,32,5,192,4,7,0.26869705
28,32,5,256,1,24,0.97266671
28,32,5,256,2,13,0.28330456
28,32,5,256,4,7,0.079108814
28,32,7,32,1,22,0.18248257
28,32,7,32,2,12,0.18241138
28,32,7,32,4,7,0.25004188
28,32,7,64,1,22,0.24941699
28,32,7,64,2,12,0.16456981
28,32,7,64,4,7,0.23876561
28,32,7,92,1,22,0.34643314
28,32,7,92,2,12,0.22276255
28,32,7,92,4,7,0.25354488
28,32,7,128,1,22,0.40627907
28,32,7,128,2,12,0.19311587
28,32,7,128,4,7,0.26276907
28,32,7,192,1,22,0.85052727
28,32,7,192,2,12,0.18763537
28,32,7,192,4,7,0.24973791
28,32,7,256,1,22,0.90471755
28,32,7,256,2,12,0.22951543
28,32,7,256,4,7,0.30650007
28,32,11,32,1,18,0.17695009
28,32,11,32,2,10,0.17761792
28,32,11,32,4,6,0.018264642
28,32,11,64,1,18,0.27581831
28,32,11,64,2,10,0.21633285
28,32,11,64,4,6,0.027472221
28,32,11,92,1,18,0.36482728
28,32,11,92,2,10,0.25860728
28,32,11,92,4,6,0.033171602
28,32,11,128,1,18,0.52152099
28,32,11,128,2,10,0.22952899
28,32,11,128,4,6,0.045522615
28,32,11,192,1,18,0.57733056
28,32,11,192,2,10,0.24676036
28,32,11,192,4,6,0.058118612
28,32,11,256,1,18,0.79328599
28,32,11,256,2,10,0.32230425
28,32,11,256,4,6,0.055675326
28,64,1,32,1,28,0.107844827
28,64,1,32,2,15,0.038234115
28,64,1,32,4,8,0.019723133
28,64,1,64,1,28,0.20257397
28,64,1,64,2,15,0.064238466
28,64,1,64,4,8,0.027133447
28,64,1,92,1,28,0.28020723
28,64,1,92,2,15,0.07973054
28,64,1,92,4,8,0.030461297
28,64,1,128,1,28,0.37897149
28,64,1,128,2,15,0.104623875
28,64,1,128,4,8,0.037390231
28,64,1,192,1,28,0.57475303
28,64,1,192,2,15,0.15765421
28,64,1,192,4,8,0.054896869
28,64,1,256,1,28,0.82111789
28,64,1,256,2,15,0.19301869
28,64,1,256,4,8,0.060316462
28,64,3,32,1,26,0.104427707
28,64,3,32,2,14,0.050606372
28,64,3,32,4,8,0.037158468
28,64,3,64,1,26,0.26749021
28,64,3,64,2,14,0.055598034
28,64,3,64,4,8,0.028274521
28,64,3,92,1,26,0.36952808
28,64,3,92,2,14,0.080978512
28,64,3,92,4,8,0.031085735
28,64,3,128,1,26,0.47175127
28,64,3,128,2,14,0.13499093
28,64,3,128,4,8,0.24347997
28,64,3,192,1,26,0.62570925
28,64,3,192,2,14,0.13997423
28,64,3,192,4,8,0.055054165
28,64,3,256,1,26,0.86852704
28,64,3,256,2,14,0.16993279
28,64,3,256,4,8,0.26518501
28,64,5,32,1,24,0.22478299
28,64,5,32,2,13,0.13082236
28,64,5,32,4,7,0.24306865
28,64,5,64,1,24,0.28469446
28,64,5,64,2,13,0.17654781
28,64,5,64,4,7,0.24690726
28,64,5,92,1,24,0.39887983
28,64,5,92,2,13,0.19925516
28,64,5,92,4,7,0.23263423
28,64,5,128,1,24,0.51810726
28,64,5,128,2,13,0.20612217
28,64,5,128,4,7,0.18230177
28,64,5,192,1,24,0.89630922
28,64,5,192,2,13,0.22543274
28,64,5,192,4,7,0.13294902
28,64,5,256,1,24,1.2754875
28,64,5,256,2,13,0.28116095
28,64,5,256,4,7,0.25216063
28,64,7,32,1,22,0.1798847
28,64,7,32,2,12,0.084053242
28,64,7,32,4,7,0.23309979
28,64,7,64,1,22,0.33008543
28,64,7,64,2,12,0.19403569
28,64,7,64,4,7,0.129724
28,64,7,92,1,22,0.57557002
28,64,7,92,2,12,0.20644422
28,64,7,92,4,7,0.105585053
28,64,7,128,1,22,0.57287497
28,64,7,128,2,12,0.099317056
28,64,7,128,4,7,0.28336445
28,64,7,192,1,22,0.60021645
28,64,7,192,2,12,0.1395098
28,64,7,192,4,7,0.29517634
28,64,7,256,1,22,0.745122
28,64,7,256,2,12,0.18270405
