28,32,1,100,1,28,100,1,25088,1.95037,0.272969,1.6653,0.00503456
28,32,1,100,2,15,100,1,7200,0.659651,0.193514,0.457398,0.00376156
28,32,1,100,4,8,100,1,2048,0.351498,0.244787,0.103412,0.00133067
28,32,1,500,1,28,500,1,25088,6.47788,0.287957,6.17453,0.00850678
28,32,1,500,2,15,500,1,7200,1.89169,0.264809,1.61293,0.006713
28,32,1,500,4,8,500,1,2048,0.72296,0.235933,0.476727,0.00543978
28,32,1,1000,1,28,1000,1,25088,12.7612,0.281187,12.4648,0.00868033
28,32,1,1000,2,15,1000,1,7200,3.24184,0.248606,2.97836,0.00781256
28,32,1,1000,4,8,1000,1,2048,1.10021,0.239637,0.845759,0.00839089
28,32,1,4096,1,28,4096,1,25088,50.877,0.311973,50.5299,0.0220481
28,32,1,4096,2,15,4096,1,7200,12.607,0.262669,12.3245,0.0131363
28,32,1,4096,4,8,4096,1,2048,3.34236,0.247912,3.07546,0.0118053
28,32,3,100,1,26,100,1,21632,1.73729,0.271002,1.45287,0.006308
28,32,3,100,2,14,100,1,6272,0.621458,0.213364,0.399819,0.00335656
28,32,3,100,4,8,100,1,2048,0.360121,0.19745,0.159661,0.00121533
28,32,3,500,1,26,500,1,21632,5.73543,0.272912,5.44828,0.00706011
28,32,3,500,2,14,500,1,6272,1.62312,0.244903,1.36502,0.006713
28,32,3,500,4,8,500,1,2048,0.670705,0.188423,0.471519,0.00532389
28,32,3,1000,1,26,1000,1,21632,11.0654,0.268745,10.7806,0.00856467
28,32,3,1000,2,14,1000,1,6272,2.92147,0.26319,2.64196,0.00908556
28,32,3,1000,4,8,1000,1,2048,1.05143,0.219151,0.818156,0.007118
28,32,3,4096,1,26,4096,1,21632,43.7616,0.307517,43.4193,0.0220486
28,32,3,4096,2,14,4096,1,6272,11.1072,0.262727,10.8251,0.0120948
28,32,3,4096,4,8,4096,1,2048,3.40602,0.260181,3.12454,0.0135413
28,32,5,100,1,24,100,1,18432,1.52451,0.263248,1.24766,0.00601844
28,32,5,100,2,13,100,1,5408,0.565673,0.188538,0.370537,0.00271978
28,32,5,100,4,7,100,1,1568,0.21863,0.1206,0.0950793,0.00109933
28,32,5,500,1,24,500,1,18432,5.0046,0.2765,4.71259,0.00827533
28,32,5,500,2,13,500,1,5408,1.45605,0.243746,1.19842,0.00729156
28,32,5,500,4,7,500,1,1568,0.565268,0.20451,0.352135,0.00416633
28,32,5,1000,1,24,1000,1,18432,9.32252,0.268687,9.03856,0.00850667
28,32,5,1000,2,13,1000,1,5408,2.51176,0.246118,2.25071,0.00798611
28,32,5,1000,4,7,1000,1,1568,0.835691,0.188538,0.63448,0.00659733
