224,3,7,64,2,112,12544,64,147
112,64,1,64,1,56,3136,64,64
56,64,3,192,1,28,784,192,576
28,192,1,64,1,28,784,64,192
28,192,1,96,1,28,784,96,192
28,96,3,128,1,28,784,128,864
28,192,1,16,1,28,784,16,192
28,16,5,32,1,28,784,32,400
28,192,1,64,1,28,784,64,192
28,256,1,128,1,28,784,128,256
28,256,1,128,1,28,784,128,256
28,128,3,192,1,28,784,192,1152
28,256,1,32,1,28,784,32,256
28,32,5,96,1,28,784,96,800
28,256,1,64,1,28,784,64,256
14,480,1,192,1,14,196,192,480
14,480,1,96,1,14,196,96,480
14,96,3,208,1,14,196,208,864
14,480,1,16,1,14,196,16,480
14,16,5,48,1,14,196,48,400
14,480,1,64,1,14,196,64,480
14,512,1,160,1,14,196,160,512
14,512,1,112,1,14,196,112,512
14,112,3,224,1,14,196,224,1008
14,512,1,24,1,14,196,24,512
14,24,5,64,1,14,196,64,600
14,512,1,64,1,14,196,64,512
14,512,1,128,1,14,196,128,512
14,512,1,128,1,14,196,128,512
14,128,3,256,1,14,196,256,1152
14,512,1,24,1,14,196,24,512
14,24,5,64,1,14,196,64,600
14,512,1,64,1,14,196,64,512
14,512,1,124,1,14,196,124,512
14,512,1,144,1,14,196,144,512
14,144,3,288,1,14,196,288,1296
14,512,1,32,1,14,196,32,512
14,32,5,64,1,14,196,64,800
14,512,1,64,1,14,196,64,512
14,528,1,256,1,14,196,256,528
14,528,1,160,1,14,196,160,528
14,160,3,320,1,14,196,320,1440
14,528,1,32,1,14,196,32,528
14,32,5,128,1,14,196,128,800
14,528,1,128,1,14,196,128,528
7,832,1,256,1,7,49,256,832
7,832,1,160,1,7,49,160,832
7,160,3,320,1,7,49,320,1440
7,832,1,32,1,7,49,32,832
7,32,5,128,1,7,49,128,800
7,832,1,128,1,7,49,128,832
7,832,1,384,1,7,49,384,832
7,832,1,192,1,7,49,192,832
7,192,3,384,1,7,49,384,1728
7,832,1,48,1,7,49,48,832
7,48,5,128,1,7,49,128,1200
7,832,1,128,1,7,49,128,832
