28,32,1,1,28,784,32,32,2.7835
28,32,1,2,15,225,32,32,0.299479
28,32,1,4,8,64,32,32,0.0835069
28,32,1,1,28,784,64,32,2.51655
28,32,1,2,15,225,64,32,0.594444
28,32,1,4,8,64,64,32,0.107928
28,32,1,1,28,784,92,32,2.68148
28,32,1,2,15,225,92,32,0.595833
28,32,1,4,8,64,92,32,0.167477
28,32,1,1,28,784,128,32,4.307
28,32,1,2,15,225,128,32,0.787036
28,32,1,4,8,64,128,32,0.215277
28,32,1,1,28,784,192,32,6.07974
28,32,1,2,15,225,192,32,1.29884
28,32,1,4,8,64,192,32,0.36412
28,32,1,1,28,784,256,32,8.52337
28,32,1,2,15,225,256,32,1.39994
28,32,1,4,8,64,256,32,0.583564
28,32,3,1,26,676,32,288,2.91545
28,32,3,2,14,196,32,288,0.840277
28,32,3,4,8,64,32,288,0.341203
28,32,3,1,26,676,64,288,5.96695
28,32,3,2,14,196,64,288,2.08756
28,32,3,4,8,64,64,288,0.64074
28,32,3,1,26,676,92,288,9.04559
28,32,3,2,14,196,92,288,1.68472
28,32,3,4,8,64,92,288,0.806365
28,32,3,1,26,676,128,288,14.0349
28,32,3,2,14,196,128,288,3.41851
28,32,3,4,8,64,128,288,1.04838
28,32,3,1,26,676,192,288,18.8326
28,32,3,2,14,196,192,288,4.80271
28,32,3,4,8,64,192,288,1.47679
28,32,3,1,26,676,256,288,26.9603
28,32,3,2,14,196,256,288,11.3574
28,32,3,4,8,64,256,288,1.11406
28,32,5,1,24,576,32,800,12.442
28,32,5,2,13,169,32,800,2.67754
28,32,5,4,7,49,32,800,0.71846
28,32,5,1,24,576,64,800,16.8747
28,32,5,2,13,169,64,800,7.83755
28,32,5,4,7,49,64,800,1.14942
28,32,5,1,24,576,92,800,20.1364
28,32,5,2,13,169,92,800,5.39843
28,32,5,4,7,49,92,800,1.44028
28,32,5,1,24,576,128,800,22.8695
28,32,5,2,13,169,128,800,7.02592
28,32,5,4,7,49,128,800,3.76209
28,32,5,1,24,576,192,800,33.6654
28,32,5,2,13,169,192,800,10.1322
28,32,5,4,7,49,192,800,5.33176
28,32,5,1,24,576,256,800,44.8423
28,32,5,2,13,169,256,800,13.2532
28,32,5,4,7,49,256,800,7.18483
28,32,7,1,22,484,32,1568,18.5385
28,32,7,2,12,144,32,1568,8.71232
28,32,7,4,7,49,32,1568,0.986978
28,32,7,1,22,484,64,1568,26.5804
28,32,7,2,12,144,64,1568,14.1991
28,32,7,4,7,49,64,1568,2.20671
28,32,7,1,22,484,92,1568,30.2401
28,32,7,2,12,144,92,1568,14.3419
28,32,7,4,7,49,92,1568,2.57315
28,32,7,1,22,484,128,1568,41.6543
28,32,7,2,12,144,128,1568,11.8324
28,32,7,4,7,49,128,1568,7.23361
28,32,7,1,22,484,192,1568,59.2327
28,32,7,2,12,144,192,1568,18.0077
28,32,7,4,7,49,192,1568,10.257
28,32,7,1,22,484,256,1568,95.7348
28,32,7,2,12,144,256,1568,27.23
28,32,7,4,7,49,256,1568,8.63066
28,32,11,1,18,324,32,3872,30.882
28,32,11,2,10,100,32,3872,14.511
28,32,11,4,6,36,32,3872,2.76869
28,32,11,1,18,324,64,3872,44.1285
28,32,11,2,10,100,64,3872,17.361
28,32,11,4,6,36,64,3872,7.34583
28,32,11,1,18,324,92,3872,71.1565
28,32,11,2,10,100,92,3872,16.7503
28,32,11,4,6,36,92,3872,6.75225
28,32,11,1,18,324,128,3872,85.7918
28,32,11,2,10,100,128,3872,27.6343
28,32,11,4,6,36,128,3872,8.59316
28,32,11,1,18,324,192,3872,120.715
28,32,11,2,10,100,192,3872,34.0471
28,32,11,4,6,36,192,3872,12.5462
28,32,11,1,18,324,256,3872,162.688
28,32,11,2,10,100,256,3872,44.7171
28,32,11,4,6,36,256,3872,16.8028
28,64,1,1,28,784,32,64,4.49951
28,64,1,2,15,225,32,64,0.470608
28,64,1,4,8,64,32,64,0.132682
28,64,1,1,28,784,64,64,3.68258
28,64,1,2,15,225,64,64,0.934331
28,64,1,4,8,64,64,64,0.260215
28,64,1,1,28,784,92,64,5.52266
28,64,1,2,15,225,92,64,1.30102
28,64,1,4,8,64,92,64,0.361245
28,64,1,1,28,784,128,64,7.46394
28,64,1,2,15,225,128,64,1.42733
28,64,1,4,8,64,128,64,0.452729
28,64,1,1,28,784,192,64,11.6386
28,64,1,2,15,225,192,64,2.53514
28,64,1,4,8,64,192,64,0.554569
28,64,1,1,28,784,256,64,12.5745
28,64,1,2,15,225,256,64,6.31083
28,64,1,4,8,64,256,64,0.543575
28,64,3,1,26,676,32,576,5.05992
28,64,3,2,14,196,32,576,2.1338
28,64,3,4,8,64,32,576,0.569846
28,64,3,1,26,676,64,576,10.7918
28,64,3,2,14,196,64,576,8.01794
